Temparature,Humidity,Windspeed,Rainfall
27,84.6,1.1,1
28.6,84.15,1.4,1
28.65,85.4,1.95,1
30.45,79.9,1.85,0
28.65,83.85,1.55,1
29.5,77.65,1.75,1
29.3,80.35,2.4,1
28.6,84.4,1.35,1
28.05,82.1,1.45,1
30.35,77.45,1.2,1
27.85,88.35,1.35,1
30.6,74.45,1.3,0
31.95,65.4,1.1,0
31.3,71.35,2,1
31.55,63.25,1.2,0
31.65,61.75,1.05,0
32.7,57.65,1.6,0
31.9,64.1,2.15,0
31.6,67.75,0.8,0
29.65,84.1,1.25,1
31.15,75.55,1.4,0
31.6,75.1,1.6,0
32.35,67.7,1.2,0
32.8,66.35,1.4,0
29.5,79.35,1.4,1
25.5,90.85,9.6,1
26.4,90.6,1.65,1
26.15,91.1,1.6,1
24.2,97.8,1.9,1
24.25,94.1,1.85,1
26.95,89.5,1.45,1
26.2,89.8,1.7,1
25.65,92.1,8.55,1
24.85,92.05,8.85,1
28.65,83.95,7.65,0
28.4,84.35,11.8,1
26.5,90.55,8.8,1
25.7,93.4,8.4,1
24.75,92.2,8.5,1
27.65,86.85,8.9,1
29.35,78.95,0.9,1
29.7,79.4,1.1,0
29.2,82.85,1.6,1
26.35,91.35,0.75,1
28.45,84.5,1.25,1
29.85,81.55,1.35,0
29.15,79.5,1.35,0
29.45,79.4,0.75,1
29.1,78.5,1.05,0
29.55,80.85,1.1,0
29.35,82.5,1.2,0
28.75,83.05,1.1,0
27.85,85.7,1.35,1
26.55,90.25,1.45,1
28.6,81.4,1.25,1
26.85,87.45,1.5,1
26.7,85.45,1.1,1
27.15,85.55,1.05,1
28.45,79.35,0.75,0
30.05,79.85,1.1,0
28.95,82.55,0.85,1
28.6,87.05,0.95,1
28,84.15,1.05,0
26.6,89.5,1.2,1
27,87.9,1.15,1
25.3,96,0.65,1
28.2,86.65,1,1
26.1,91.65,1,1
27.95,87.8,1.35,0
27.65,89.5,1.4,1
28.275,81.05,1.15,0
29.4,78.3,0.95,0
28.05,81.15,1.05,0
28.25,77.55,0.75,0
27.8,80.1,0.8,0
27.8,80.95,0.85,0
28.45,75.3,0.6,0
27.75,79.1,1.05,0
28,81.65,0.65,0
27.65,81.15,0.95,0
28.5,79.8,0.85,0
27.8,83.85,0.55,0
27.75,80.55,0.75,0
27,79.65,0.95,0
25.5,79.25,0.65,0
25.75,73.65,6.3,0
26.05,70.8,6.3,0
27.55,79.95,6.3,1
25.95,88.1,6.3,1
26.35,86.75,6.3,1
26.5,86.95,6.3,1
25.5,91.05,1.6,1
26.85,85,2.3,0
27.25,87.6,2.75,0
26.35,86.85,2.25,1
25.35,91.3,1.9,1
26.5,87.95,4,1
26.85,85.85,4.3,1
26.95,88.05,1.7,1
26.95,90.75,3.8,1
27.5,83.45,2.7,0
27.45,84.95,3.1,1
27.7,84.3,2.9,0
25.75,90.75,2.25,1
26.9,79.1,1.5,0
27.1,77.8,1.1,0
26.95,78.45,2.1,0
27.15,74.2,1.25,0
26.8,76.5,2.1,0
26.5,79.1,2.15,0
24.35,75.95,2.5,0
24.7,74.6,1.45,0
25,79.15,3.3,0
23.55,72.5,3.25,0
22,71.95,4.55,0
22.7,73.55,2.7,0
23.85,73.35,3.25,0
23.9,74.65,2,0
23,72.65,2.4,0
22.85,71.5,3.2,0
22.5,71.55,1.55,0
23.05,71.5,2.3,0
23.5,72.7,2.15,0
22.25,72.3,2,0
22.1,71.85,3.85,0
22.35,70.8,2,0
23.15,73.15,2.6,0
23,77.55,2.45,0
22.6,74.4,2.1,0
24,72.8,0.8,0
23.95,76.95,2.95,0
23.65,74.7,1.8,0
24.5,76,2.75,0
24.65,75.5,1.1,0
23.4,75.825,2.7,0
22.75,73.525,3.3,0
20.525,71.9,2.1,0
20.3,70.6,2.1,0
21.05,71.45,2.5,0
22,75.7,1.35,0
21.6,76.775,2.25,0
22.075,74.75,1.35,0
22.7,71.875,2.5,0
24.25,67.3,4.2,0
25,68.05,4.4,0
24.3,75.025,3.55,0
24.775,71.9,3.2,0
23.3,80.5,1.7,0
22.575,81.825,0.9,0
22.1,76.925,0.85,0
22,72.725,1.05,0
22.65,73.075,1.25,0
22.65,67.275,2.55,0
24.125,70.75,3.25,0
22.1,71.225,2.05,0
23.325,69.475,4.85,0
25.2,71.85,4.3,1
21.575,86.475,2.6,1
17.075,61.775,3.15,0
16.25,68.7,3.05,0
18.525,55.525,2.05,0
20.85,57.275,2.95,0
16.75,46.35,7.05,0
19,45,3.9,0
22.3,45.65,3.85,0
20.55,53.25,3.45,0
21.95,51.9,2.9,0
23.4,51.3,5.15,0
23.1,56.8,6.05,0
18.1,61.2,5.1,0
17.1,53.05,4,0
18.75,49.2,4.1,0
20.4,47.15,0.75,0
25.5,50.9,5.6,0
25.95,53.75,7.25,0
23.85,58,4.35,0
20.65,63.7,4.35,0
19.35,58.45,4.05,0
20.65,53.05,4.6,0
21.85,48.95,3.05,0
20.35,54.55,1.4,0
21.15,47,2.95,0
22.25,43.55,3.9,0
27.65,42.15,8.45,0
25.85,48.5,8.2,0
24.2,53.95,6.45,0
25.45,53.05,7.1,0
23.65,64.45,5.25,0
18.35,77.2,5,0
17.05,73.25,5.5,0
15.85,58.95,4.25,0
15.25,50.25,4.95,0
16.75,45.7,0.15,0
22.75,48.6,7.6,0
23.15,55.25,6.35,0
24.1,48.7,4.9,0
24.2,42.1,7.75,0
22.9,47.95,4.8,0
25.05,44.75,5.6,0
27.75,47.8,7.3,0
24.7,44.4,8.9,0
20.8,43.95,1.45,0
17,45.75,1.5,0
20.6,38.3,3.1,0
24.9,53.45,3.55,0
24.5,58.05,5.85,0
27.25,40.4,5.8,0
30.55,39.6,6.95,0
26.8,54.4,11,1
24.65,56.1,3.55,0
23,50.65,6.75,0
27.25,41.6,3.9,0
31.15,45.45,6.55,0
30.05,47.1,7.45,0
31.7,38.45,7.5,0
29.25,41.25,6.1,0
29.55,40.9,5.75,0
28.8,40.7,9.6,0
26.25,29.75,5.95,0
26.85,28.8,7.55,0
24.95,35.25,8.2,0
23.85,40.4,5.05,0
26.85,36.75,5.4,0
30.05,53.85,10.1,0
30.4,48.95,8.1,0
29.5,39.5,5.4,0
25,34.45,7.65,0
24.6,38.7,5.95,0
24.9,38.25,7.25,0
28,35.85,5.3,0
29.15,36.3,5.15,0
31.4,36.45,5.4,0
31.7,41.9,4.35,0
33.35,31.05,6.85,0
30.75,34.4,11.95,0
29.6,29.4,6.15,0
29.85,35.95,5.7,0
31.75,38.4,9.55,0
31,36.85,9.85,0
30.9,38.8,9.85,0
32.55,40.4,7.3,0
31.05,49,11.65,0
30.65,54.45,6.95,1
30.4,50.9,6.5,0
29.35,41.85,3.4,0
30.3,31.7,6.05,0
33.2,33.05,5.1,0
31.6,38.05,4.15,0
31.3,33.75,6.4,0
30.6,27.35,4.1,0
33.45,25.35,4.8,0
34.45,27.5,1.75,0
33.2,23.3,1.85,0
33.65,28.75,3.85,0
35.2,25.15,7.75,0
34.55,35,8.7,0
33.75,30.15,9.7,0
34.75,24.6,8.75,0
33.65,19.8,8.5,0
32.1,28.1,7.7,0
33,35.7,7.7,0
33.1,36.55,7.6,0
36.25,32.45,7.2,0
36.8,25.75,7.25,0
35.5,27.5,8.2,0
35,24.25,6.55,0
36.8,23.1,6.2,0
32.4,42.8,5.55,1
32.2,39.2,7.25,0
31.35,37.65,6.95,0
32.7,37.9,8,0
34,34.55,7.4,0
33.55,39.6,7.6,0
34.8,35.3,11.95,0
32.45,33.7,12.4,0
32.55,32.35,4.65,0
35.2,17.8,1.1,0
35.85,22.95,1,0
36.95,22.4,0.8,0
36.7,25.75,1.15,0
36.45,22.5,1.55,0
36.1,26.6,1.35,0
35.55,22.6,0.8,0
35.3,14.95,1.4,0
34.2,16.75,1.75,0
34.1,16.55,1.25,0
34.9,15,1.8,0
32.65,19.45,1,0
35.2,14.15,1.8,0
36.25,13.3,2.1,0
36.4,13.6,1.4,0
35.7,16.95,1.8,0
35.25,16.35,5.6,0
34.75,29.9,8.55,0
35.3,16.8,5.8,0
34.75,24.6,4.7,0
35.3,23.8,3.35,0
36.85,25.1,0,0
36,19.7,8.2,0
35.7,19.3,2.95,0
34.9,20.55,0.1,0
35.9,19.6,1.1,0
38.9,22.05,0.6,0
38.5,24.45,6,0
38.95,27.1,6.25,0
38.35,29.6,9.5,0
37,23.45,7.2,0
36.7,22.1,9.9,0
37.65,19.45,0.2,0
38.2,17.35,8.5,0
38.65,26.75,6.65,0
36.25,30.1,14.55,0
35.55,36.6,12.45,0
35.95,36.5,9.85,1
32.85,44.55,11.5,0
38.3,25.8,6.65,0
35.5,38.95,18.75,0
35.75,32.85,10.5,0
38.15,24.75,7.5,0
38.45,31.5,8.75,0
35.1,53.35,0.05,1
34.15,41.95,9.85,0
37.2,32.1,10.8,0
36.8,29.75,9.6,0
36.95,41.8,9.7,0
36,44.5,17.95,0
34.7,47.35,9.65,0
36.55,43.75,10.15,0
36.65,45.75,8.7,0
32.95,61.1,13.35,1
34.9,55.55,7.7,0
36.1,44.05,7.85,0
35.15,56.4,8.9,0
32.75,66.55,0.25,1
32,63.7,10.1,1
30.05,73.7,0.1,1
30.2,78.35,7.6,1
32.75,70.45,5.6,0
33.95,65.8,1.95,0
34.1,63.95,11,0
32.65,65.5,0.05,0
30.4,77.5,10.2,1
29.15,86.8,0.35,1
27.25,92.15,3.85,1
27.65,88.4,0.55,0
29,88.7,5.45,1
28.6,88.4,9.8,1
31.5,80.15,6,1
28.75,85.4,5.25,1
29.6,81.7,11.2,1
29.55,83.95,5.55,1
28.7,85,0.35,1
29.05,82.1,6.95,1
30.25,78.5,6.35,1
29,87.4,1.35,1
30.9,76.55,5.95,0
31.45,70.25,6.85,0
31.45,72.5,5.2,1
32.75,63.45,8.9,0
32.55,65.15,3.25,0
32.65,65.3,7.75,0
32.45,66.35,5.15,1
32.5,70,1.05,1
30.05,85.4,7.65,1
31.4,78.5,3.15,0
31.4,77.15,4.3,0
32.4,69.75,1,0
32.9,64.5,4.8,0
29.7,81.5,5.95,1
26.2,90.3,1.7,1
27.2,87.6,5.6,1
26.15,95.25,2.25,1
24.95,98.35,6.6,1
24.35,92.95,6.95,1
27.5,89.05,0.5,1
26.4,91.4,0.9,1
26.55,95,7.55,1
26.25,91.45,2.5,1
29.6,81.2,7.3,0
28.95,84.85,5.7,1
26.4,91.1,6.9,1
26.15,95.3,5.05,1
24.35,90.9,7.45,1
28.75,87.15,4.2,1
29.85,80.05,4.5,0
30.15,80.4,6.1,0
28.8,85.75,7.75,1
27,93.35,5.25,1
28.65,89.1,6.1,1
31,83.75,3.8,0
28.75,81.15,0.1,0
30.7,80.2,6.15,0
29.1,82.8,5.4,1
29.65,81.75,5.8,0
28.75,82.65,8.05,0
28.75,83.55,0.3,0
28.8,88.25,0.15,1
27.25,92.5,6.8,1
29.05,83.45,1.85,0
27.3,91.15,0.65,1
27.5,86.9,1.8,0
29,84.95,1.9,0
30.15,80,8.3,0
30.5,82.05,6.05,0
28.95,79.5,0.05,1
28.65,83.55,5.9,0
28.9,85.2,0.05,0
26.45,91.5,0.1,1
27.4,88.95,4.8,1
26.2,95.8,4.95,1
28.75,86.15,6.4,1
27.05,92.15,6.35,1
27.85,89.7,7.25,0
27.25,88.4,7.25,1
29.6,82.25,11.9,1
28.65,88.35,8.3,1
25.85,94.7,5.4,1
28.6,86.45,6.7,1
28,86.65,5.75,0
28.75,85.5,4.65,0
28.75,88.65,7.15,1
27.6,88.75,5.3,1
27.1,92.15,4.2,1
27.35,92.15,6.45,1
30.2,81.2,4.8,1
30.15,81.7,5.95,1
30.05,81.75,4.75,0
29.85,84.5,5.8,0
27.6,89.55,3.85,1
28.15,86.45,5.65,1
28.75,86.95,8.1,0
28.5,84.8,7.7,0
29.85,79.15,7.25,0
29.4,80.5,6.95,1
29.9,81.35,6.95,0
30.05,79.05,3.8,0
28.05,83.35,6.35,0
28.9,81,4.55,1
28.7,81.75,5.2,0
28.5,82.45,5.25,0
29,76.05,5.1,0
27.85,81.55,4.05,0
27.5,85.45,4.75,0
28,82,5.45,0
28.85,80.7,4.7,0
28.75,82.7,5.55,1
27.65,84.35,4.5,0
27.5,81.15,5.7,0
26.55,77.05,5.9,0
26.75,72.1,5.35,0
26.8,68.2,5.45,0
26.55,79.75,5.45,1
26,90.35,5.45,1
26.2,88.55,5.45,1
26.5,91.05,5.45,1
25.15,95.75,3.35,1
27.5,85.7,2.85,0
27.55,88.05,3,0
26.65,88.3,3.55,1
25.55,92.25,3.1,1
27.4,85.45,4.65,1
29.4,82.7,3.2,0
26.3,89.85,3,0
27.25,85.85,5.35,1
27.95,86.65,3.35,0
29,85.25,2.45,1
28.55,85.25,3.8,0
25.75,88.5,2.55,0
27.75,77.3,2.45,0
27.5,78.5,1.9,0
27.3,73.8,2.85,0
27.45,75.85,1.45,0
27.8,74.25,2.25,0
27.05,77.6,2.55,0
24.1,75.6,3.15,0
26.5,76.6,1.95,0
24.8,82.8,3.65,0
25.1,76.05,3.65,0
23.45,68.4,4.75,0
25,71.5,3.75,0
24.65,76.6,3.9,0
24.9,73.1,3.6,0
24.55,75.85,3.95,0
23.05,71.95,4.35,0
23.2,73.95,2.75,0
25,75.95,3,0
25.25,77.85,2.6,0
23.05,77.3,2.6,0
23.15,72.25,4.1,0
23.35,76.7,2.95,0
24.4,72.8,3.7,0
23.5,80.15,3,0
23.45,75.95,2.45,0
26.65,73.8,1.45,0
25.85,77.25,4,0
24.35,80.2,3.4,0
25.75,77.05,3.95,0
26.05,75.2,2.7,0
24.3,76.15,3.2,0
23.85,73.05,4.5,0
21.3,70.95,3.7,0
22.35,68.5,2.5,0
22.8,70.8,3.35,0
23.8,78.2,2.35,0
22.1,76.25,2.2,0
23.75,75.85,2.2,0
25.4,68.85,2.45,0
26.55,65.75,4.7,0
25.55,68.1,4.95,0
26.5,75.45,3.2,0
26.3,75.95,3.75,0
25.05,78.55,3.75,0
22.95,80.75,1.85,0
23.8,79.7,1.5,0
23.65,73.15,1.55,0
23.65,73.7,2.2,0
24.7,72.7,3.8,0
27.2,71.15,3.65,0
24.55,76.3,2.8,0
25.15,72.15,4.2,0
26.3,79.4,4.2,0
22.4,83.3,3.55,0
18.25,67.15,4.7,0
17.7,64.25,4.35,0
20.6,58.4,3.3,0
22.7,63.3,3.4,0
15.5,54.85,0.05,0
17.2,53.55,0.05,0
19.85,52.15,4.5,0
20.15,55.6,5.85,0
19.75,60.2,3.7,0
20.3,60,7.85,0
20.3,66.05,11.8,0
18.55,64.15,1.45,0
16,60.95,3.7,0
17.55,58.1,4.85,0
19,58,7.45,0
20.65,62.4,14.2,0
21.95,66.05,0.05,0
21.55,67.6,7.65,0
21.9,67.3,5,0
18.45,66.1,4.5,0
19.5,62.05,7.15,0
21.25,55.45,7.1,0
19.75,59.6,4.2,0
20.1,57.25,6.85,0
19.7,55.65,0.05,0
22.15,58.85,13.25,0
21.4,62.65,0.05,0
21.9,64.65,0.05,0
23.95,66.9,0.1,0
22.65,73.85,0.1,0
18.15,83.65,0.05,0
17.85,78.4,0.15,0
17.35,65.35,6.3,0
13.95,57.6,7.65,0
16.25,52.2,8,0
19.5,58.85,12.25,0
20.9,64.7,0.05,0
20.3,63.8,9.25,0
22.05,58,15.45,0
22.35,55.15,9.5,0
22.85,57.3,0.05,0
25.55,60.45,11.9,0
23.3,58.55,0.05,0
21.35,45.9,0.45,0
17.5,48.65,7.2,0
19.55,51.75,7.9,0
23.35,62.85,12.55,0
23,65.8,0.05,0
22.85,58.6,18.05,0
26,54.95,0.05,0
24.05,65.05,21.65,0
23.55,54.3,8.95,0
21.9,58.7,8.1,0
23.85,50.6,7.7,0
27.35,59,13.6,0
27,64.4,0.05,0
27.2,55.1,10.2,0
28.15,52.1,13.55,0
28.3,50.95,6.15,0
26.4,49.75,21.05,0
24.9,46.25,13.8,0
23.95,44.45,0.05,0
23.85,47,0.05,0
24.65,44.25,8.2,0
26.3,49.35,11.85,0
28.15,62.65,0.05,0
27.5,57.05,17.45,0
28.75,49.15,16.15,0
24.1,45.3,14.7,0
24.65,44.45,10.65,0
24.3,45.5,11.9,0
26.45,44.8,10.85,0
28.35,40.8,16.9,0
29.7,42.9,11.95,0
29.9,40.8,16.55,0
29.95,40,10.15,0
29.1,37.3,19.15,0
28.85,28,11.05,0
28.9,38.4,17.1,0
29.6,38.05,0.05,0
28.8,44.1,0.05,0
28.7,43.25,19.45,0
30.8,47.2,11.4,0
29.4,57.2,0.05,0
27.75,55.5,0.05,1
29.75,49.55,8.9,0
29.5,43.1,17.1,0
29.75,33.45,11.3,0
31.05,39.05,9.95,0
30,35,10.45,0
30.65,38.85,12.5,0
30.4,31.35,13,0
31.3,25.25,11.9,0
33.75,28.9,0.05,0
33.4,22.95,18.05,0
32.95,27.9,18.55,0
32.35,33.9,12.65,0
31.45,42.6,0.05,0
31.75,39.9,18.25,0
33.05,30.1,0.05,0
33.3,36.5,0.05,0
32.8,31.7,17.75,0
33.4,33.3,15.5,0
33.3,32.6,14.7,0
34.45,31.65,12,0
33.8,34.45,0.05,0
32.1,35.55,18.35,1
33.25,30.25,16.15,0
35.4,27.95,17.6,0
31,48.8,26.7,1
29.85,50.8,11.95,0
31.4,46,8.9,0
31.05,42,11.85,0
32.75,39.8,14.6,0
32.9,38.2,20.15,0
33,42.75,0.05,0
31.8,42.8,25.85,1
33.4,35.1,0.05,0
34.95,29.65,14.3,0
36.05,28.7,16.2,0
37.4,25.15,20.3,0
37.65,24.55,0.05,0
36.9,27.3,18.8,0
35.4,29.3,15.85,0
35.85,25.1,3.85,0
36.15,21.65,13.3,0
33.85,19.95,15.75,0
34.25,20.45,26.2,0
35.1,22.7,26.7,0
33.4,21.6,14.5,0
35,19.35,13.9,0
37.7,16.15,18.45,0
36.95,19.35,12.4,0
36,23.65,26.45,0
34.75,26.7,14.3,0
35.35,31.85,0,0
36.25,22.95,10.95,0
35.15,25.7,14.85,0
34.9,24.6,0.1,0
34.5,24.45,10.55,0
35.25,20.6,0,0
35.6,23,0,0
35.35,18.2,0,0
33.8,18.3,0,0
35.2,22.7,8.5,0
36.1,31.45,19.3,0
38.35,29.95,0.3,0
38.4,37.3,0.05,0
36.45,29.95,11.35,0
36.2,30.4,19.3,0
38.55,24.25,0.05,0
38.3,34.85,0.05,0
38.45,28.05,0.05,0
37.3,35.45,0.05,0
36.85,44.05,0.05,0
34.85,52.65,0.1,1
33.25,55.45,0.05,0
36.15,37.95,16.3,0
36.05,46.2,0.15,1
36.05,44.45,0,0
36.75,37.95,0,0
37.1,38.4,0,0
34.75,54.1,0.15,1
33.15,56.3,0,0
36.1,47.05,0,0
36.25,42.8,0,0
36.85,42.6,0,0
33.7,48.25,30.95,0
34.35,51,0,0
34.85,48.05,0,0
35.75,42.6,0,0
33.2,59,0,1
34.6,53.8,0,0
34.35,46.95,17.6,0
34.7,51.25,0,0
31.7,70.25,0,1
31.35,65.2,0,1
30,73.7,0,1
29.15,83.85,0,1
29.15,75.2,0,1
30.9,66.45,18.25,0
30.4,62.95,0,1
31.4,60.6,18.95,0
28.6,75.95,15.2,1
26.65,82.7,17.9,1
24.9,90.95,0,1
25.75,83,0,1
26.55,85,10.2,1
27.4,79.7,32.95,1
29.25,74.35,0,1
28.55,76.9,0,1
27.6,74.45,0,1
27.6,80.65,0,1
28,84.05,0,1
28.1,81.05,0,1
30.2,91.25,18.9,1
27.8,84.9,36.5,1
29.35,92.7,10.15,1
30.75,78.75,21.25,1
30.35,88.85,0,1
31.35,87.4,0,0
31.4,87.45,0,0
32.25,87.15,24.8,0
31.55,58.8,16.45,0
30,68.75,8.9,1
27.8,85.5,12,1
29.3,81.45,5.5,0
30.85,80.7,0.45,0
31.65,76.8,6.85,0
31.55,71.7,18.05,0
28.4,80.4,24.45,1
25.55,95,16.65,1
25.7,92.15,19.8,1
25.45,91.8,23.1,1
23.15,97.3,16.05,1
23.1,95.95,28.5,1
26.15,85.95,18.7,1
25,90.95,15,1
24.3,93.65,18.9,1
23.35,99.9,29.05,1
27.3,80.75,23.8,0
26.45,87.2,21.2,1
25.3,93.1,21.7,1
24.5,95.6,23.1,1
23.95,94.2,21.75,1
25.85,89.85,18.25,1
27.35,80,12.75,0
27.35,81.95,14.05,1
26.9,86.05,12.5,1
25.4,91.65,13.1,1
26.6,88.65,11.65,1
27.6,83.95,13.8,0
27.85,78.95,14.5,0
28,80.05,11.55,0
26.75,81.8,9.45,0
28.5,77.2,14.7,0
27.4,83.55,15.85,0
25.75,88.85,17.35,0
26.45,86.75,17.05,1
25.05,91.4,18.5,1
26.55,87.8,15.25,1
25.1,91.2,18.75,1
25.35,88.2,13.45,1
26.65,81.8,12.75,0
27,80.8,11.65,0
28.35,80.5,10.85,1
27.2,83.2,18.55,1
27.2,85.1,12.85,0
26.05,84.9,15.65,0
24.5,93.45,13.8,1
25.15,93.8,11.25,1
25.1,94.65,11.85,1
27.25,83.8,14.55,1
25,90.25,16.85,1
26.1,89.4,14.4,0
26.05,89.65,15.45,0
27.8,78.55,12.8,0
26.25,86.05,19.2,1
23.7,93.5,15.65,1
26.2,87.2,14.35,1
26,85.55,10.3,1
26.1,89.95,9.85,1
26.45,88.4,10.95,1
25.75,90.3,15.2,1
25.95,88.4,5,1
26.4,86.5,9.1,1
27.1,82.45,8.75,1
27.25,84.35,7.9,1
28.2,78.35,7.5,0
27.55,75.3,13.55,0
26.5,86.5,5.95,1
26.45,87.45,18.6,1
25.75,89.25,15.65,1
25.9,87.45,13.1,0
26.5,83.65,10.7,0
27.05,76.4,10.85,1
26.95,85.1,12.45,0
27.4,80.4,11.6,0
26.05,81.9,11.2,0
26.4,78.15,6.5,0
26.2,80.65,6.95,0
26.4,79.4,5,0
26.8,78.35,6.95,0
26.8,77.85,6.5,0
26.1,80.9,7.05,0
26.1,80.65,7.25,0
26.85,80.3,6.55,1
27.05,82.1,8.55,1
26.25,84.15,6.5,0
27.55,76.65,8.45,0
25.75,74.95,7.7,0
24.7,76.9,8.9,0
27.5,73.05,7.7,0
27,76.5,7.7,1
26.25,86,7.7,1
26.45,87.8,7.7,1
26.3,88.4,7.7,1
26,91.9,1.5,1
26.5,83.45,1.05,0
26.55,87.25,3.5,0
26.45,89.5,4.25,1
25.05,89.9,3.5,1
27.4,88.45,6.45,1
26.25,85.1,5.7,1
27.05,84.3,5.5,1
27.75,84.2,6.9,1
27.35,86.4,5.15,1
26.65,85.85,4.4,1
27.8,86.4,6.35,1
26.2,88.4,5.15,1
26.7,79.55,3.95,1
27.35,76.05,3.55,0
26.7,78.2,4.5,0
26.4,77.35,2.05,0
26.95,78.8,5.7,0
26,81.25,2.95,0
24.5,76.25,3.7,0
24.15,69.65,3.95,0
23.8,78.2,4.15,0
22.8,77.25,3.9,0
